text;retweet_count;favorited;truncated;id_str;in_reply_to_screen_name;source;retweeted;created_at;in_reply_to_status_id_str;in_reply_to_user_id_str;lang;listed_count;verified;location;user_id_str;description;geo_enabled;user_created_at;statuses_count;followers_count;favourites_count;protected;user_url;name;time_zone;user_lang;utc_offset;friends_count;screen_name;country_code;country;place_type;full_name;place_name;place_id;place_lat;place_lon;lat;lon;expanded_url;url
"#RosarioSangra Hoy desde las 19.30
Tribunales  
Un Grito ante el Silencio de Jueces y Autoridades.
#Rosario https://t.co/vAncvEXa8U";0;FALSO;FALSO;7,74E+17;NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";FALSO;Thu Sep 08 14:18:07 +0000 2016;NA;NA;es;25;FALSO;Rosario;2880993873;Soy #Rosarino y vivo en #Rosario. #AntiK y Banco a Carrió. Voté a Macri !!! #Argentina;VERDADERO;Mon Nov 17 13:51:39 +0000 2014;57307;3317;6106;FALSO;NA;ALBERTO;Buenos Aires;es;-10800;1326;GilbertoelGil7;AR;Argentina;city;Ciudad Autónoma de Buenos Aires, Argentina;NA;NA;-34,604315;-58,442643;NA;NA;NA;NA
"RT @GilbertoelGil7: #RosarioSangra Hoy desde las 19.30
Tribunales  
Un Grito ante el Silencio de Jueces y Autoridades.
#Rosario https://t.c…";1;FALSO;FALSO;7,74E+17;NA;"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>";FALSO;Thu Sep 08 14:19:09 +0000 2016;NA;NA;es;1;FALSO;Argentina;7,58E+17;Si supiera que el mundo se acaba mañana, yo, hoy todavía plantaría un árbol. #Cambiemos #Pro Argentina de pura cepa. En busca de la verdad. ANTI K;FALSO;Wed Jul 27 23:48:18 +0000 2016;892;174;864;FALSO;NA;Veronica Madeo;NA;es;NA;348;veronica_madeo;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
#HOY Sin banderas políticas #RosarioMarcha #RosarioSangra https://t.co/tunlbXJDK6;0;FALSO;FALSO;7,74E+17;NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";FALSO;Thu Sep 08 14:27:11 +0000 2016;NA;NA;es;3;FALSO;NA;375832619;Periodista Deportivo ~ Aprendiendo a ser Productor en @341Radio por @laochoam830 ~ Padrino de Sol ~ Cervecero desde el día 0;VERDADERO;Sun Sep 18 20:25:00 +0000 2011;3322;279;1284;FALSO;NA;Sacha Damián;Brasilia;es;-10800;538;sachademayo;AR;Argentina;city;Rosario, Argentina;NA;NA;-32,9516155;-60,697406;NA;NA;NA;NA
"RT @GilbertoelGil7: #RosarioSangra Hoy desde las 19.30
Tribunales  
Un Grito ante el Silencio de Jueces y Autoridades.
#Rosario https://t.c…";2;FALSO;FALSO;7,74E+17;NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";FALSO;Thu Sep 08 14:28:44 +0000 2016;NA;NA;es;8;FALSO;NA;251794435;NA;FALSO;Sun Feb 13 21:30:03 +0000 2011;52233;405;11361;FALSO;NA;Francisco Benzi;Buenos Aires;es;-10800;751;Sendepato;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"RT @lacapital: #RosarioMarcha #Seguridad ""Esperamos que que vaya más gente que a la anterior"" https://t.co/msWnJbIKh7 https://t.co/lIuC73Lc…";15;FALSO;FALSO;7,74E+17;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";FALSO;Thu Sep 08 14:30:40 +0000 2016;NA;NA;es;0;FALSO;NA;449192189;NA;VERDADERO;Wed Dec 28 21:08:03 +0000 2011;15931;622;170;FALSO;NA;Luli Maradona;NA;es;NA;665;LuliMaradona;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;http://bit.ly/2cg1VOA;https://t.co/msWnJbIKh7
"@edufeiok Edu hablen de esto, no son peleas de bandas.
Roban y matan con total impunidad.
#RosarioSangra https://t.co/Mhsq7tLndp";0;FALSO;FALSO;7,74E+17;edufeiok;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";FALSO;Thu Sep 08 14:32:27 +0000 2016;NA;7,48E+17;es;0;FALSO;NA;2722629021;NA;VERDADERO;Thu Jul 24 03:47:40 +0000 2014;187;18;2172;FALSO;NA;MaRiAnA;NA;es;NA;178;mAriAnitA_BeGi;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"RT @GilbertoelGil7: #RosarioSangra Hoy desde las 19.30
Tribunales  
Un Grito ante el Silencio de Jueces y Autoridades.
#Rosario https://t.c…";3;FALSO;FALSO;7,74E+17;NA;"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>";FALSO;Thu Sep 08 14:34:04 +0000 2016;NA;NA;es;79;FALSO;ARGENTINA;855830258;QUIERO JUSTICIA INDEPENDIENTE Y A LOS CULPABLES PRESOS/PRESAS - SI SE PUEDE - DEMÓCRATA;VERDADERO;Mon Oct 01 04:28:00 +0000 2012;425152;9419;370045;FALSO;NA;Colo - Kris Indagada;America/Argentina/Buenos_Aires;es;-10800;7613;DBI1956;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"RT @GilbertoelGil7: #RosarioSangra Hoy desde las 19.30
Tribunales  
Un Grito ante el Silencio de Jueces y Autoridades.
#Rosario https://t.c…";4;FALSO;FALSO;7,74E+17;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";FALSO;Thu Sep 08 14:34:40 +0000 2016;NA;NA;es;5;FALSO;Argentina;321465679;Argentina. Quiero recuperar lo robado: Valores, respeto, amor al prójimo,alegria, educacion, desarrollo y SI, tambien la $. #BastaDeImpunidad y de Gob.CORRUPTOS;FALSO;Tue Jun 21 16:31:22 +0000 2011;14917;561;15733;FALSO;NA;H;NA;es;NA;502;VanesaHirsch;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RT @sachademayo: #HOY Sin banderas políticas #RosarioMarcha #RosarioSangra https://t.co/tunlbXJDK6;1;FALSO;FALSO;7,74E+17;NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";FALSO;Thu Sep 08 14:36:25 +0000 2016;NA;NA;es;0;FALSO;Rosario, Argentina;2377747436;Lic. Comunicación Social. En @laochoam830: c/ @BigoteAcosta Lun a Vie 17 a 19 / @AquiTeEsperoLT8 Lun 22 a 00 / @341Radio Mie 21 a 00. La gente quiere alegría.;FALSO;Fri Mar 07 22:43:07 +0000 2014;1831;192;613;FALSO;https://santiagoizaguirreok.wordpress.com/;Santiago Izaguirre;NA;es;NA;418;santiyresto;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RT @sachademayo: #HOY Sin banderas políticas #RosarioMarcha #RosarioSangra https://t.co/tunlbXJDK6;2;FALSO;FALSO;7,74E+17;NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";FALSO;Thu Sep 08 14:37:03 +0000 2016;NA;NA;es;37;FALSO;Rosario, Argentina;149641130;Lic. Comunicación, redactora del diario @lacapital, profesora en la Gurruchaga, de #LaBandadelVerano, MVP, alma de diamante, los domingos en @cfutbolok;VERDADERO;Sat May 29 20:39:22 +0000 2010;19964;3653;1898;FALSO;NA;Micaela Pereyra;Brasilia;es;-10800;1155;MicaelaVPereyra;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RT @sachademayo: #HOY Sin banderas políticas #RosarioMarcha #RosarioSangra https://t.co/tunlbXJDK6;3;FALSO;FALSO;7,74E+17;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";FALSO;Thu Sep 08 14:38:25 +0000 2016;NA;NA;es;8;FALSO;Rosario;1941898340;Conduce @CarlosGBava Martes a Jueves de 21 a 00 por @laochoam830  Producción: @marianojprieto y @sachademayo Página: http://341media.com.ar;FALSO;Sun Oct 06 19:55:00 +0000 2013;5121;867;404;FALSO;http://www.lt8.com.ar;341Radio - 341Media;Brasilia;es;-10800;1242;341Radio;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"RT @GilbertoelGil7: #RosarioSangra Hoy desde las 19.30
Tribunales  
Un Grito ante el Silencio de Jueces y Autoridades.
#Rosario https://t.c…";5;FALSO;FALSO;7,74E+17;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";FALSO;Thu Sep 08 14:38:33 +0000 2016;NA;NA;es;6;FALSO;Córdoba, Argentina;7,32E+17;Ningún hombre es lo bastante bueno para gobernar a otros sin su consentimiento.....Psicóloga -;FALSO;Mon May 16 06:50:25 +0000 2016;15017;1282;15922;FALSO;NA;anysuar16;NA;es;NA;1131;anysuarok;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
#RosarioSangra https://t.co/pJDTQsO8GN;0;FALSO;FALSO;7,74E+17;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";FALSO;Thu Sep 08 14:41:48 +0000 2016;NA;NA;und;0;FALSO;Rosario, Argentina;7,48E+17;"Vani simple y sencilla .... Naaaaa mentira. Escorpiana
Todavía buscando !!!!! .... Ni idea que !";FALSO;Wed Jun 29 23:38:14 +0000 2016;112;53;422;FALSO;NA;Vanina;NA;es;NA;162;vanina69o;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"RT @GilbertoelGil7: #RosarioSangra Hoy desde las 19.30
Tribunales  
Un Grito ante el Silencio de Jueces y Autoridades.
#Rosario https://t.c…";7;FALSO;FALSO;7,74E+17;NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";FALSO;Thu Sep 08 14:44:04 +0000 2016;NA;NA;es;52;FALSO;Este Plano;396148446;Confío en algunos Humanos y CREO en Dios. Pienso reflexiono Siento y me expreso. Republicana. Marketing Humano. No K !  Racinguista https://t.co/NqdIi7z8bk;VERDADERO;Sat Oct 22 20:34:47 +0000 2011;172866;7528;48312;FALSO;NA;Silvia Marquez;Buenos Aires;es;-10800;1303;SilviaMarquez24;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
#RosarioSangra https://t.co/2U4tOLUpAh;0;FALSO;FALSO;7,74E+17;NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";FALSO;Thu Sep 08 14:44:07 +0000 2016;NA;NA;und;26;FALSO;NA;2949266331;NA;VERDADERO;Mon Dec 29 14:20:16 +0000 2014;131423;1991;50610;FALSO;NA;Sandra;NA;es;NA;739;Sandraespa2015;AR;Argentina;city;Rosario, Argentina;NA;NA;-32,9516155;-60,697406;NA;NA;NA;NA
"RT @GilbertoelGil7: #RosarioSangra
Marchamos Hoy a las 19.30hs en Tribunales.
Balcarce y Montevideo
#Rosario https://t.co/SSwCrDx0fb";1;FALSO;FALSO;7,74E+17;NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";FALSO;Thu Sep 08 14:44:53 +0000 2016;NA;NA;es;52;FALSO;Este Plano;396148446;Confío en algunos Humanos y CREO en Dios. Pienso reflexiono Siento y me expreso. Republicana. Marketing Humano. No K !  Racinguista https://t.co/NqdIi7z8bk;VERDADERO;Sat Oct 22 20:34:47 +0000 2011;172867;7528;48312;FALSO;NA;Silvia Marquez;Buenos Aires;es;-10800;1303;SilviaMarquez24;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RT @fugitivahuella: #8SRosario #RosarioSangra #RosarioMarcha. Porque somos invisibles para los que tienen responsabilidad de protegernos ht…;9;FALSO;FALSO;7,74E+17;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";FALSO;Thu Sep 08 14:46:59 +0000 2016;NA;NA;es;2;FALSO;Rosario, Argentina;1377648728;TODO LO MUY MALO Y TODO LO MUY BUENO ME RESULTA SOSPECHOSO.;VERDADERO;Wed Apr 24 18:01:25 +0000 2013;7414;171;2400;FALSO;NA;MEB;NA;es;NA;442;marisabodas;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Esto es marcha opositora disfrazada fogoneaba x @GrupoClarin . Ojo al piojo https://t.co/nWvGumTaw4;0;FALSO;FALSO;7,74E+17;NA;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>";FALSO;Thu Sep 08 14:47:14 +0000 2016;NA;NA;es;22;FALSO;Argentina;3042664937;Casada. Madre orgullosa. Defiendo la verdad con herramientas humildes pero poderosas. Kk abstenerse.Dios se levanta en contra de la mentira.;VERDADERO;Tue Feb 17 14:56:08 +0000 2015;48291;1028;13309;FALSO;NA;Catalina de Bora;NA;es;NA;1266;liliansouto59;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;https://twitter.com/GilbertoelGil7/status/773860926403534848;https://t.co/nWvGumTaw4
"RT @GilbertoelGil7: #RosarioSangra
Marchamos Hoy a las 19.30hs en Tribunales.
Balcarce y Montevideo
#Rosario https://t.co/SSwCrDx0fb";2;FALSO;FALSO;7,74E+17;NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";FALSO;Thu Sep 08 14:49:52 +0000 2016;NA;NA;es;20;FALSO;Ciudad Autónoma de Buenos Aire;3127109531;NA;FALSO;Sun Mar 29 18:29:48 +0000 2015;68420;1477;33125;FALSO;NA;Maria31 / 10 / 1945;NA;es;NA;1976;HeidyyLaNena;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Lamentablemente en esta ciudad los meten preso, pagan, los sacan y vuelven a delinquir. Y así.. #RosarioSangra https://t.co/3l677tftin;0;FALSO;FALSO;7,74E+17;NA;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>";FALSO;Thu Sep 08 14:49:53 +0000 2016;NA;NA;es;3;FALSO;Rosario, Sta.Fe Argentina;2419437744;Actor  - Productor de contenidos   -Conductor @TUNOCHEPOP,Co conductor @POPYAQH Radio Pop Rosario 96.1   Face : http://facebook.com/tomas.rush;FALSO;Sun Mar 30 19:39:03 +0000 2014;750;460;528;FALSO;https://www.instagram.com/soytomasrush/;Tomás Rush;Buenos Aires;es;-10800;1911;soytomasrush;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;https://twitter.com/viarosario/status/773871091685089280;https://t.co/3l677tftin
"RT @GilbertoelGil7: #RosarioSangra Hoy desde las 19.30
Tribunales  
Un Grito ante el Silencio de Jueces y Autoridades.
#Rosario https://t.c…";8;FALSO;FALSO;7,74E+17;NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";FALSO;Thu Sep 08 14:50:07 +0000 2016;NA;NA;es;3;FALSO;Francisco Alvarez - Moreno;4758746314;Editora y Productora  Gráfica-Radio y, Televisión.;FALSO;Sat Jan 09 23:04:04 +0000 2016;9774;482;8175;FALSO;NA;Cristina;Buenos Aires;es;-10800;690;crisluz16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"RT @GilbertoelGil7: #RosarioSangra
Marchamos Hoy a las 19.30hs en Tribunales.
Balcarce y Montevideo
#Rosario https://t.co/SSwCrDx0fb";3;FALSO;FALSO;7,74E+17;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";FALSO;Thu Sep 08 14:53:22 +0000 2016;NA;NA;es;1;FALSO;rosario;1040241696;NA;VERDADERO;Thu Dec 27 18:21:37 +0000 2012;765;126;81;FALSO;NA;juan arce;Buenos Aires;es;-10800;624;LaverdadqueJuan;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"RT @GilbertoelGil7: #RosarioSangra Hoy desde las 19.30
Tribunales  
Un Grito ante el Silencio de Jueces y Autoridades.
#Rosario https://t.c…";9;FALSO;FALSO;7,74E+17;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";FALSO;Thu Sep 08 14:54:30 +0000 2016;NA;NA;es;9;FALSO;Rosario;343402511;Todo en mí es coherente con River Plate. El cuerpo es solo un medio de transporte. Estudiante de Arquitectura. Marplatense viviendo en Rosario desde 2008.;VERDADERO;Wed Jul 27 14:35:18 +0000 2011;12049;190;1141;FALSO;NA;Nicolás Basterra;Buenos Aires;es;-10800;624;viajealsol;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RT @soytomasrush: Lamentablemente en esta ciudad los meten preso, pagan, los sacan y vuelven a delinquir. Y así.. #RosarioSangra https://t.…;1;FALSO;FALSO;7,74E+17;NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";FALSO;Thu Sep 08 14:54:57 +0000 2016;NA;NA;es;2;FALSO;Rosario ;1305760040;disfrutando el viaje;VERDADERO;Tue Mar 26 22:17:44 +0000 2013;14570;3896;7189;FALSO;NA;Lau;Brasilia;es;-10800;464;LautiMuni;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;https://twitter.com/viarosario/status/773871091685089280;https://t.co/3l677tftin
RT @sachademayo: #HOY Sin banderas políticas #RosarioMarcha #RosarioSangra https://t.co/tunlbXJDK6;4;FALSO;FALSO;7,74E+17;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";FALSO;Thu Sep 08 14:56:01 +0000 2016;NA;NA;es;1;FALSO;rosario;1040241696;NA;VERDADERO;Thu Dec 27 18:21:37 +0000 2012;766;126;81;FALSO;NA;juan arce;Buenos Aires;es;-10800;624;LaverdadqueJuan;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RT @fugitivahuella: #8SRosario #RosarioSangra #RosarioMarcha. Porque somos invisibles para los que tienen responsabilidad de protegernos ht…;10;FALSO;FALSO;7,74E+17;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";FALSO;Thu Sep 08 14:56:04 +0000 2016;NA;NA;es;3;FALSO;Rosario, Argentina;139509160;Lic.en Sistemas (UTN-FRR) especialista en Gobierno de Tecnologías de la Información;FALSO;Sun May 02 21:09:07 +0000 2010;578;47;66;FALSO;NA;Manuel De Vita;Buenos Aires;es;-10800;164;manudevita;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
#RosarioSangra La marcha de hoy tiene que ser más contundente. Todos a Tribunales, a las 19.30, por seguridad y justicia.;0;FALSO;FALSO;7,74E+17;NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";FALSO;Thu Sep 08 14:57:10 +0000 2016;NA;NA;es;17;FALSO;Rosario;266128536;Lic. en comunicación social. Locutor nacional. Periodista en @lacapital, @lt3am680, @Canal5deRosario, Canal 4-Cablehogar.;VERDADERO;Mon Mar 14 18:20:25 +0000 2011;1270;4116;798;FALSO;NA;Pablo R. Procopio;Greenland;es;-7200;460;pablorprocopio;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RT @pablorprocopio: #RosarioSangra La marcha de hoy tiene que ser más contundente. Todos a Tribunales, a las 19.30, por seguridad y justici…;1;FALSO;FALSO;7,74E+17;NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";FALSO;Thu Sep 08 14:57:21 +0000 2016;NA;NA;es;19;FALSO;Rosario - Argentina;169656084;Periodista de Radio 2 de Rosario y Jefe de Prensa AMRA Sindicato Médico.;VERDADERO;Thu Jul 22 21:26:56 +0000 2010;1021;1310;61;FALSO;NA;Javier Trifiró;Buenos Aires;es;-10800;505;JaviTrifiro;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"RT @GilbertoelGil7: #RosarioSangra
Marchamos Hoy a las 19.30hs en Tribunales.
Balcarce y Montevideo
#Rosario https://t.co/SSwCrDx0fb";4;FALSO;FALSO;7,74E+17;NA;"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows</a>";FALSO;Thu Sep 08 14:57:34 +0000 2016;NA;NA;es;2;FALSO;NA;551046965;NA;FALSO;Wed Apr 11 14:45:24 +0000 2012;4265;59;74;FALSO;NA;RAUL;Santiago;es;-10800;289;RAULSINRED;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RT @pablorprocopio: #RosarioSangra La marcha de hoy tiene que ser más contundente. Todos a Tribunales, a las 19.30, por seguridad y justici…;2;FALSO;FALSO;7,74E+17;NA;"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>";FALSO;Thu Sep 08 14:57:37 +0000 2016;NA;NA;es;16;FALSO;NA;268442097;Periodista / Locutor Nacional / @Radio2Rosario / Director @InfoMaciel2015 / Prensa @ClubMaciel / Tango y Folklore.;FALSO;Fri Mar 18 19:47:35 +0000 2011;13201;895;839;FALSO;NA;Juan Diego Huerga;NA;es;NA;847;jdhuerga;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RT @pablorprocopio: #RosarioSangra La marcha de hoy tiene que ser más contundente. Todos a Tribunales, a las 19.30, por seguridad y justici…;3;FALSO;FALSO;7,74E+17;NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";FALSO;Thu Sep 08 14:57:43 +0000 2016;NA;NA;es;3;FALSO;Rosario - Argentina;191474816;Periodista. Conducción Los Notables LT8. Conducción Todos en la 8 LT8.;FALSO;Thu Sep 16 15:04:23 +0000 2010;1356;291;50;FALSO;NA;Sabri Nardi;Hawaii;es;-36000;241;SabriNardi;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
#RosarioSangra 19.30 hs, en tribunales o en Gobernación https://t.co/iPrh2oo4aS;0;FALSO;FALSO;7,74E+17;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";FALSO;Thu Sep 08 14:57:55 +0000 2016;NA;NA;es;0;FALSO;NA;201112074;"Estudiante de Psicología. En Rosario, pero con el corazón en Chajarí.

snap: eugezanandrea";VERDADERO;Mon Oct 11 03:06:51 +0000 2010;9335;308;1342;FALSO;NA;Euge;Buenos Aires;es;-10800;271;eugezan;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;https://twitter.com/lacapital/status/773879879091625984;https://t.co/iPrh2oo4aS
ESTA TARDE | #RosarioSangra | Convocan a otra marcha contra la inseguridad en #Rosario ? https://t.co/AigWhQGCyk https://t.co/NtEFrKZE8N;0;FALSO;FALSO;7,74E+17;NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";FALSO;Thu Sep 08 14:59:47 +0000 2016;NA;NA;es;38;FALSO;Rosario, Argentina. ;1204681153;Una visión de las noticias. #Rosario y la región. Facebook » http://on.fb.me/1KTmT07 | instagram » @ojodeprensa;VERDADERO;Thu Feb 21 13:05:47 +0000 2013;10529;5540;15;FALSO;http://ojodeprensa.com.ar;Ojo de Prensa;Buenos Aires;es;-10800;2502;OjoPrensa;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;http://wp.me/p3r8QS-8fJ;https://t.co/AigWhQGCyk
RT @pablorprocopio: #RosarioSangra La marcha de hoy tiene que ser más contundente. Todos a Tribunales, a las 19.30, por seguridad y justici…;5;FALSO;FALSO;7,74E+17;NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";FALSO;Thu Sep 08 15:00:23 +0000 2016;NA;NA;es;0;FALSO;Pueblo Esther, Santa Fe;377412302;Casado, una hija. Trabajo en MT;FALSO;Wed Sep 21 14:51:58 +0000 2011;355;68;79;FALSO;NA;Alejandro I. Oviedo;Buenos Aires;es;-10800;212;aleforag;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RT @OjoPrensa: ESTA TARDE | #RosarioSangra | Convocan a otra marcha contra la inseguridad en #Rosario ? https://t.co/AigWhQGCyk https://t.c…;1;FALSO;FALSO;7,74E+17;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";FALSO;Thu Sep 08 15:01:25 +0000 2016;NA;NA;es;17;FALSO;Rosario, Argentina;1183586612;Producción de #Radiópolis. Redactor. Productor #SomosRosario. Productor #Rdd. Espectáculos @infoIESERH. @ConclusionRos - @Radio2Rosario https://t.co/Q1WgUxUC63;FALSO;Fri Feb 15 19:34:38 +0000 2013;21766;4168;20970;FALSO;https://www.instagram.com/JulianPintoOk;Julián Pinto;Buenos Aires;es;-10800;509;JulianPintoOk;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;http://wp.me/p3r8QS-8fJ;https://t.co/AigWhQGCyk
"RT @viarosario: #Sociedad #RosarioSangra La ciudad vuelve a marchar en reclamo de seguridad.
https://t.co/kZnqiv77nm https://t.co/8bb961Ho8g";2;FALSO;FALSO;7,74E+17;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";FALSO;Thu Sep 08 15:02:14 +0000 2016;NA;NA;es;26;FALSO;NA;3916119502;Sanzera de alma! Gracias @AlejandroSanz por tu música.;VERDADERO;Sat Oct 10 06:50:45 +0000 2015;22106;414;12517;FALSO;NA;SandySanz;Buenos Aires;es;-10800;493;CapitanadeSanz;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;http://bit.ly/2cn78F4;https://t.co/kZnqiv77nm
RT @OjoPrensa: ESTA TARDE | #RosarioSangra | Convocan a otra marcha contra la inseguridad en #Rosario ? https://t.co/AigWhQGCyk https://t.c…;2;FALSO;FALSO;7,74E+17;NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";FALSO;Thu Sep 08 15:02:36 +0000 2016;NA;NA;es;85;FALSO;NA;778810898;Movilero y Cronista Policial en @am1330rosario / https://t.co/K9cXfL5wiU corresponsal en @periodicotodos y a veces en @AireLibreAcebal correo: leodelga2@hotmail.com;VERDADERO;Fri Aug 24 19:19:57 +0000 2012;127147;8044;69613;FALSO;http://www.RosarioAlerta.com;Alberto Delgado;America/Argentina/Buenos_Aires;es;-10800;1695;leodelga2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;http://wp.me/p3r8QS-8fJ;https://t.co/AigWhQGCyk
RT @OjoPrensa: ESTA TARDE | #RosarioSangra | Convocan a otra marcha contra la inseguridad en #Rosario ? https://t.co/AigWhQGCyk https://t.c…;3;FALSO;FALSO;7,74E+17;NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";FALSO;Thu Sep 08 15:02:47 +0000 2016;NA;NA;es;1;FALSO;Argentina;160601462;La hinchada de Boca es un fenómeno inexplicable. No se gasten en entendernos. Estamos enfermos.;FALSO;Mon Jun 28 16:52:38 +0000 2010;7183;191;1826;FALSO;NA;ale;Buenos Aires;es;-10800;184;ayrale;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;http://wp.me/p3r8QS-8fJ;https://t.co/AigWhQGCyk
"@RAULSINRED #RosarioSangra
Marchamos Hoy a las 19.30hs en Tribunales.
Balcarce y Montevideo
#Rosario";0;FALSO;FALSO;7,74E+17;RAULSINRED;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";FALSO;Thu Sep 08 15:02:47 +0000 2016;7,74E+17;551046965;es;25;FALSO;Rosario;2880993873;Soy #Rosarino y vivo en #Rosario. #AntiK y Banco a Carrió. Voté a Macri !!! #Argentina;VERDADERO;Mon Nov 17 13:51:39 +0000 2014;57324;3318;6109;FALSO;NA;ALBERTO;Buenos Aires;es;-10800;1327;GilbertoelGil7;AR;Argentina;city;Ciudad Autónoma de Buenos Aires, Argentina;NA;NA;-34,604315;-58,442643;NA;NA;NA;NA
